Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,No,Tahun,Date,Penanganan,Kondisi_Kini,Perke_Kini
Jl. Diponegoro 2,228,560.27,0+300,0+400,228,,,,,
Jl. Diponegoro 2,229,560.27,0+500,0+560,229,,,,,
Jl. Dungus Termulus,231,1350.31,0+000,0+100,231,,,,,
Jl. Dungus Termulus,232,1350.31,0+100,0+200,232,,,,,
Jl. Dungus Termulus,233,1350.31,0+200,0+300,233,,,,,
Jl. Dungus Termulus,234,1350.31,0+300,0+400,234,,,,,
Jl. Dungus Termulus,235,1350.31,0+400,0+500,235,,,,,
Jl. Dungus Termulus,236,1350.31,0+500,0+600,236,,,,,
Jl. Dungus Termulus,237,1350.31,0+600,0+700,237,,,,,
Jl. Dungus Termulus,238,1350.31,0+700,0+800,238,,,,,
Jl. Dungus Termulus,239,1350.31,0+800,0+900,239,,,,,
Jl. Dungus Termulus,240,1350.31,0+900,1+000,240,,,,,
Jl. Dungus Termulus,241,1350.31,1+000,1+100,241,,,,,
Jl. Dungus Termulus,242,1350.31,1+100,1+200,242,,,,,
Jl. Dungus Termulus,243,1350.31,1+300,1+350,243,,,,,
Jl. Durian,245,106.36,0+100,0+106,245,,,,,
Jl. Gang Abimanyu,247,198.58,0+100,0+198,247,,,,,
Jl. Gang Anggrek V,249,119.97,0+100,0+119,249,,,,,
Jl. Gang Bayusuto 2,253,130.87,0+100,0+130,253,,,,,
Jl. Gang Bayusuto 3,255,135.53,0+100,0+135,255,,,,,
Jl. Gang Bayusuto 4,257,143.90,0+100,0+143,257,,,,,
Jl. Gang Buntu,259,224.74,0+000,0+100,259,,,,,
Jl. Gang Buntu,260,224.74,0+200,0+224,260,,,,,
Jl. Gang Cemer 1,263,126.59,0+100,0+126,263,,,,,
Jl. Gang Kantil 2,266,108.41,0+100,0+108,266,,,,,
Jl. Gang Mangga,270,103.36,0+100,0+103,270,,,,,
Jl. Gang Masjid,272,186.75,0+100,0+186,272,,,,,
Jl. Gang Rukun,274,112.03,0+100,0+112,274,,,,,
Jl. Gang Sadewo 1,276,204.28,0+000,0+100,276,,,,,
Jl. Gang Sadewo 1,277,204.28,0+200,0+204,277,,,,,
Jl. Gang Sentiaki 1,280,399.89,0+000,0+100,280,,,,,
Jl. Gang Sentiaki 1,281,399.89,0+100,0+200,281,,,,,
Jl. Gang Sentiaki 1,282,399.89,0+300,0+399,282,,,,,
Jl. Gang Sentiaki 2,284,195.13,0+100,0+195,284,,,,,
Jl. Gang Tangah,286,260.33,0+000,0+100,286,,,,,
Jl. Gang Tangah,287,260.33,0+200,0+260,287,,,,,
Jl. Gatot Kaca,290,347.26,0+000,0+100,290,,,,,
Jl. Gatot Kaca,291,347.26,0+100,0+200,291,,,,,
Jl. Gatot Kaca,292,347.26,0+300,0+347,292,,,,,
Jl. Gatot Kaca,294,1138.85,0+000,0+100,294,,,,,
Jl. Gatot Kaca,295,1138.85,0+100,0+200,295,,,,,
Jl. Gatot Kaca,296,1138.85,0+200,0+300,296,,,,,
Jl. Gatot Kaca,297,1138.85,0+300,0+400,297,,,,,
Jl. Gatot Kaca,298,1138.85,0+400,0+500,298,,,,,
Jl. Gatot Kaca,299,1138.85,0+500,0+600,299,,,,,
Jl. Gatot Kaca,300,1138.85,0+600,0+700,300,,,,,
Jl. Gatot Kaca,301,1138.85,0+700,0+800,301,,,,,
Jl. Gatot Kaca,302,1138.85,0+800,0+900,302,,,,,
Jl. Gatot Kaca,303,1138.85,0+900,1+000,303,,,,,
Jl. Gatot Kaca,304,1138.85,1+100,1+138,304,,,,,
Jl. Gg Trobanyu,307,106.76,0+100,0+106,307,,,,,
Jl. GG. Duren,310,124.53,0+100,0+124,310,,,,,
Jl. Gg. Jambe,312,103.71,0+100,0+103,312,,,,,
Jl. Gg. Jeruk,315,110.11,0+100,0+110,315,,,,,
Jl. Gg. Kelapa,317,128.69,0+100,0+128,317,,,,,
Jl. Gg. Kelurahan,319,131.77,0+100,0+131,319,,,,,
Jl. H.Seto,324,173.31,0+100,0+173,324,,,,,
Jl. Iromito,326,197.01,0+100,0+197,326,,,,,
Jl. K.A.Moch Basari,329,109.13,0+100,0+109,329,,,,,
Jl. Kamboja,331,118.53,0+100,0+118,331,,,,,
Jl. Kanal Kembar (RT.11 RW.5),333,333.29,0+000,0+100,333,,,,,
Jl. Kanal Kembar (RT.11 RW.5),334,333.29,0+100,0+200,334,,,,,
Jl. Kanal Kembar (RT.11 RW.5),335,333.29,0+300,0+333,335,,,,,
Jl. Kantil,337,425.14,0+000,0+100,337,,,,,
Jl. Kantil,338,425.14,0+100,0+200,338,,,,,
Jl. Kantil,339,425.14,0+200,0+300,339,,,,,
Jl. Kantil,340,425.14,0+400,0+425,340,,,,,
Jl. Kebon Pisang,342,191.60,0+100,0+191,342,,,,,
Jl. Ki Ageng Bandar Alim,344,389.54,0+000,0+100,344,,,,,
Jl. Ki Ageng Bandar Alim,345,389.54,0+100,0+200,345,,,,,
Jl. Ki Ageng Bandar Alim,346,389.54,0+300,0+389,346,,,,,
Jl. Ki. Ageng Basyariyah,348,607.41,0+000,0+100,348,,,,,
Jl. Ki. Ageng Basyariyah,349,607.41,0+100,0+200,349,,,,,
Jl. Ki. Ageng Basyariyah,350,607.41,0+200,0+300,350,,,,,
Jl. Ki. Ageng Basyariyah,351,607.41,0+300,0+400,351,,,,,
Jl. Ki. Ageng Basyariyah,352,607.41,0+400,0+500,352,,,,,
Jl. Ki. Ageng Basyariyah,353,607.41,0+600,0+607,353,,,,,
Jl. Kontak Tani,361,259.44,0+000,0+100,361,,,,,
Jl. Kontak Tani,362,259.44,0+200,0+259,362,,,,,
Jl. Kresno,364,117.03,0+100,0+117,364,,,,,
Jl. Krisna,366,506.54,0+000,0+100,366,,,,,
Jl. Krisna,367,506.54,0+100,0+200,367,,,,,
Jl. Krisna,368,506.54,0+200,0+300,368,,,,,
Jl. Krisna,369,506.54,0+300,0+400,369,,,,,
Jl. Krisna,370,506.54,0+500,0+506,370,,,,,
Jl. Lapangan,372,231.28,0+000,0+100,372,,,,,
Jl. Lapangan,373,231.28,0+200,0+231,373,,,,,
Jl. Manggis,375,165.95,0+100,0+165,375,,,,,
Jl. Masjid,377,687.89,0+000,0+100,377,,,,,
Jl. Masjid,378,687.89,0+100,0+200,378,,,,,
Jl. Masjid,379,687.89,0+200,0+300,379,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Masjid,380,687.89,0+300,0+400,380,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Masjid,381,687.89,0+400,0+500,381,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Masjid,382,687.89,0+600,0+687,382,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Mawar,384,831.38,0+000,0+100,384,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Mawar,385,831.38,0+100,0+200,385,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Mawar,386,831.38,0+200,0+300,386,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Mawar,387,831.38,0+300,0+400,387,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Mawar,388,831.38,0+400,0+500,388,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Mawar,389,831.38,0+500,0+600,389,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Mawar,390,831.38,0+600,0+700,390,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Mawar,391,831.38,0+800,0+831,391,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Mawar 1,393,140.92,0+100,0+140,393,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Mawar 2,395,301.03,0+000,0+100,395,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Mawar 2,396,301.03,0+100,0+200,396,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Mawar 2,397,301.03,0+300,0+301,397,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Melati,399,502.42,0+000,0+100,399,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Melati,400,502.42,0+100,0+200,400,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Melati,401,502.42,0+200,0+300,401,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Melati,402,502.42,0+300,0+400,402,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Melati,403,502.42,0+500,0+502,403,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Nangka,405,194.24,0+100,0+194,405,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Panji 1,407,125.12,0+100,0+125,407,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Panji 2,409,115.65,0+100,0+115,409,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Panji 3,411,171.00,0+100,0+170,411,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Patimura,413,230.63,0+000,0+100,413,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Patimura,414,230.63,0+200,0+230,414,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Pemuda,416,398.53,0+000,0+100,416,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Pemuda,417,398.53,0+100,0+200,417,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Pemuda,418,398.53,0+300,0+398,418,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Pemuda Gang I,420,102.49,0+100,0+102,420,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Pemuda Gang II,422,102.24,0+100,0+102,422,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Pemuda Gang III,424,103.05,0+100,0+103,424,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Pemuda Gang IV,426,102.56,0+100,0+102,426,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Pemuda Gang VI,429,102.60,0+100,0+102,429,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Pemuda Gang VII,431,146.99,0+100,0+146,431,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Pepaya,434,171.99,0+100,0+171,434,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Petruk,436,133.65,0+100,0+133,436,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Pisang,438,170.08,0+100,0+170,438,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Puntodewo,441,567.71,0+000,0+100,441,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Puntodewo,442,567.71,0+100,0+200,442,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Puntodewo,443,567.71,0+200,0+300,443,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Puntodewo,444,567.71,0+300,0+400,444,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Puntodewo,445,567.71,0+500,0+567,445,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Rajawali,449,311.56,0+000,0+100,449,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Rajawali,450,311.56,0+100,0+200,450,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Rajawali,451,311.56,0+300,0+311,451,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Rajawali Gg.1,453,136.22,0+100,0+136,453,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Remaja,456,220.47,0+000,0+100,456,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Remaja,457,220.47,0+200,0+220,457,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Rukun,462,142.14,0+100,0+142,462,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Sadewo,464,174.84,0+100,0+174,464,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Sawung Galing,466,392.04,0+000,0+100,466,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Sawung Galing,467,392.04,0+100,0+200,467,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Sawung Galing,468,392.04,0+300,0+392,468,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Selo Barong,470,148.35,0+100,0+148,470,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Semar,472,107.69,0+100,0+107,472,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Sri Dewi,474,106.43,0+100,0+106,474,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Srikandi,476,432.02,0+000,0+100,476,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Srikandi,477,432.02,0+100,0+200,477,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Srikandi,478,432.02,0+200,0+300,478,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Srikandi,479,432.02,0+400,0+432,479,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Sukodono (RT.11 RW.5),481,213.46,0+000,0+100,481,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Sukodono (RT.11 RW.5),482,213.46,0+200,0+213,482,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Sultan Agung,484,322.08,0+000,0+100,484,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Sultan Agung,485,322.08,0+100,0+200,485,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Sultan Agung,486,322.08,0+300,0+322,486,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Tani Jaya,488,400.35,0+000,0+100,488,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Tani Jaya,489,400.35,0+100,0+200,489,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Tani Jaya,490,400.35,0+200,0+300,490,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Tani Jaya,491,400.35,0+400,0+400,491,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Tani Maju,493,348.56,0+000,0+100,493,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Tani Maju,494,348.56,0+100,0+200,494,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Tani Maju,495,348.56,0+300,0+348,495,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Tani Murni,497,578.93,0+000,0+100,497,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Tani Murni,498,578.93,0+100,0+200,498,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Tani Murni,499,578.93,0+200,0+300,499,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Tani Murni,500,578.93,0+300,0+400,500,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Tani Murni,501,578.93,0+500,0+578,501,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Tani Unggul,503,763.48,0+000,0+100,503,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Tani Unggul,504,763.48,0+100,0+200,504,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Tani Unggul,505,763.48,0+200,0+300,505,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Tani Unggul,506,763.48,0+300,0+400,506,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Tani Unggul,507,763.48,0+400,0+500,507,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Tani Unggul,508,763.48,0+500,0+600,508,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Tani Unggul,509,763.48,0+700,0+763,509,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Tomat,511,159.94,0+100,0+159,511,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Werkudoro,513,138.72,0+100,0+138,513,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Wijaya,515,341.85,0+000,0+100,515,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Wijaya,516,341.85,0+100,0+200,516,2022,1 juli 2022,pengaspalan,baik,aspal
Jl. Wijaya,517,341.85,0+300,0+341,517,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Antarejo,521,1500.53,0+000,0+100,521,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Antarejo,522,1500.53,0+100,0+200,522,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Antarejo,523,1500.53,0+200,0+300,523,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Antarejo,524,1500.53,0+300,0+400,524,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Antarejo,525,1500.53,0+400,0+500,525,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Antarejo,526,1500.53,0+500,0+600,526,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Antarejo,527,1500.53,0+600,0+700,527,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Antarejo,528,1500.53,0+700,0+800,528,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Antarejo,529,1500.53,0+800,0+900,529,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Antarejo,530,1500.53,0+900,1+000,530,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Antarejo,531,1500.53,1+000,1+100,531,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Antarejo,532,1500.53,1+100,1+200,532,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Antarejo,533,1500.53,1+200,1+300,533,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Antarejo,534,1500.53,1+300,1+400,534,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Antarejo,535,1500.53,1+500,1+500,535,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Chery,537,329.92,0+000,0+100,537,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Chery,538,329.92,0+100,0+200,538,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Chery,539,329.92,0+300,0+329,539,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Gang Asem 1,541,206.80,0+000,0+100,541,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Gang Asem 1,542,206.80,0+200,0+206,542,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Gang Gatot Kaca 1,544,198.01,0+100,0+198,544,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Gang Gatot Kaca 2,546,117.69,0+100,0+117,546,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Gang Gatot Kaca 3,548,102.35,0+100,0+102,548,2022,1 juli 2022,pengaspalan,baik,aspal
"Jl.Gg pisang (RT.3,4 RW.1)",550,128.72,0+100,0+128,550,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Gg. Kertorejan,552,127.55,0+100,0+127,552,2022,1 juli 2022,pengaspalan,baik,aspal
Jl.Sentiaki,555,1085.94,0+000,0+100,555,,,,,
Jl.Sentiaki,556,1085.94,0+100,0+200,556,,,,,
Jl.Sentiaki,557,1085.94,0+200,0+300,557,,,,,
Jl.Sentiaki,558,1085.94,0+300,0+400,558,,,,,
Jl.Sentiaki,559,1085.94,0+400,0+500,559,,,,,
Jl.Sentiaki,560,1085.94,0+500,0+600,560,,,,,
Jl.Sentiaki,561,1085.94,0+600,0+700,561,,,,,
Jl.Sentiaki,562,1085.94,0+700,0+800,562,,,,,
Jl.Sentiaki,563,1085.94,0+800,0+900,563,,,,,
Jl.Sentiaki,564,1085.94,1+000,1+085,564,,,,,
