Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,No,Tahun,Date,Penanganan,Kondisi_Kini,Perke_Kini
Jl. Mlilir-Batas Ponorogo,079,4.280,0+600,0+700,4016,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,0+700,0+800,4017,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,0+800,0+900,4018,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,0+900,1+000,4019,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,1+000,1+100,4020,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,1+100,1+200,4021,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,1+200,1+300,4022,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,1+300,1+400,4023,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,1+400,1+500,4024,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,1+500,1+600,4025,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,1+600,1+700,4026,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,1+700,1+800,4027,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,1+800,1+900,4028,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,1+900,2+000,4029,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,2+000,2+100,4030,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,2+100,2+200,4031,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,2+200,2+300,4032,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,2+300,2+400,4033,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,2+400,2+500,4034,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,2+500,2+600,4035,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,2+600,2+700,4036,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,2+700,2+800,4037,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,2+800,2+900,4038,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,2+900,3+000,4039,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,3+000,3+100,4040,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,3+100,3+200,4041,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,3+200,3+300,4042,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,3+300,3+400,4043,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,3+400,3+500,4044,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,3+500,3+600,4045,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,3+600,3+700,4046,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,3+700,3+800,4047,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,3+800,3+900,4048,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,3+900,4+000,4049,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mlilir-Batas Ponorogo,079,4.280,4+100,4+107,4050,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,0+000,0+100,4052,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,0+100,0+200,4053,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,0+200,0+300,4054,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,0+300,0+400,4055,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,0+400,0+500,4056,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,0+500,0+600,4057,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,0+600,0+700,4058,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,0+700,0+800,4059,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,0+800,0+900,4060,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,0+900,1+000,4061,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,1+000,1+100,4062,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,1+100,1+200,4063,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,1+200,1+300,4064,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,1+300,1+400,4065,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,1+400,1+500,4066,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,1+500,1+600,4067,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,1+600,1+700,4068,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,1+700,1+800,4069,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,1+800,1+900,4070,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,1+900,2+000,4071,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,2+000,2+100,4072,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,2+100,2+200,4073,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojorayung-Batas Kota,080,2.270,2+300,2+317,4074,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Bantengan-Batas Kota,081,0.700,0+000,0+100,4076,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Bantengan-Batas Kota,081,0.700,0+100,0+200,4077,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Bantengan-Batas Kota,081,0.700,0+200,0+300,4078,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Bantengan-Batas Kota,081,0.700,0+300,0+400,4079,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Bantengan-Batas Kota,081,0.700,0+400,0+500,4080,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Bantengan-Batas Kota,081,0.700,0+500,0+600,4081,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Bantengan-Batas Kota,081,0.700,0+700,0+746,4082,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,0+000,0+100,4084,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,0+100,0+200,4085,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,0+200,0+300,4086,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,0+300,0+400,4087,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,0+400,0+500,4088,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,0+500,0+600,4089,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,0+600,0+700,4090,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,0+700,0+800,4091,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,0+800,0+900,4092,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,0+900,1+000,4093,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,1+000,1+100,4094,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,1+100,1+200,4095,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,1+200,1+300,4096,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,1+300,1+400,4097,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,1+400,1+500,4098,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,1+500,1+600,4099,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,1+600,1+700,4100,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,1+700,1+800,4101,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,1+800,1+900,4102,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,1+900,2+000,4103,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,2+000,2+100,4104,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,2+100,2+200,4105,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,2+200,2+300,4106,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,2+300,2+400,4107,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,2+400,2+500,4108,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dempelan-Batas Kota,082,2.550,2+600,2+650,4109,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,0+000,0+100,4111,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,0+100,0+200,4112,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,0+200,0+300,4113,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,0+300,0+400,4114,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,0+400,0+500,4115,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,0+500,0+600,4116,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,0+600,0+700,4117,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,0+700,0+800,4118,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,0+800,0+900,4119,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,0+900,1+000,4120,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,1+000,1+100,4121,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,1+100,1+200,4122,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,1+200,1+300,4123,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,1+300,1+400,4124,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,1+400,1+500,4125,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,1+500,1+600,4126,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,1+600,1+700,4127,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,1+700,1+800,4128,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,1+800,1+900,4129,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,1+900,2+000,4130,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,2+000,2+100,4131,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,2+100,2+200,4132,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,2+200,2+300,4133,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,2+300,2+400,4134,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Nglanduk-Batas Kota,083,2.460,2+500,2+523,4135,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sumberejo-Batas Kota,084,2.460,0+000,0+100,4137,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Sumberejo-Batas Kota,084,2.460,0+100,0+200,4138,,,,,
Jl. Sumberejo-Batas Kota,084,2.460,0+200,0+300,4139,,,,,
Jl. Sumberejo-Batas Kota,084,2.460,0+300,0+400,4140,,,,,
Jl. Sumberejo-Batas Kota,084,2.460,0+400,0+500,4141,,,,,
Jl. Sumberejo-Batas Kota,084,2.460,0+500,0+600,4142,,,,,
Jl. Sumberejo-Batas Kota,084,2.460,0+600,0+700,4143,,,,,
Jl. Sumberejo-Batas Kota,084,2.460,0+700,0+800,4144,,,,,
Jl. Sumberejo-Batas Kota,084,2.460,0+800,0+900,4145,,,,,
Jl. Sumberejo-Batas Kota,084,2.460,0+900,1+000,4146,,,,,
Jl. Sumberejo-Batas Kota,084,2.460,1+000,1+100,4147,,,,,
Jl. Sumberejo-Batas Kota,084,2.460,1+100,1+200,4148,,,,,
Jl. Sumberejo-Batas Kota,084,2.460,1+200,1+300,4149,,,,,
Jl. Sumberejo-Batas Kota,084,2.460,1+300,1+400,4150,,,,,
Jl. Sumberejo-Batas Kota,084,2.460,1+400,1+500,4151,,,,,
Jl. Sumberejo-Batas Kota,084,2.460,1+500,1+600,4152,,,,,
Jl. Sumberejo-Batas Kota,084,2.460,1+600,1+700,4153,,,,,
Jl. Sumberejo-Batas Kota,084,2.460,1+700,1+800,4154,,,,,
Jl. Sumberejo-Batas Kota,084,2.460,1+800,1+900,4155,,,,,
Jl. Sumberejo-Batas Kota,084,2.460,1+900,2+000,4156,,,,,
Jl. Sumberejo-Batas Kota,084,2.460,2+000,2+100,4157,,,,,
Jl. Sumberejo-Batas Kota,084,2.460,2+100,2+200,4158,,,,,
Jl. Sumberejo-Batas Kota,084,2.460,2+200,2+300,4159,,,,,
Jl. Sumberejo-Batas Kota,084,2.460,2+400,2+481,4160,,,,,
Jl. Rejosari-Batas Kota,085,3.840,0+000,0+100,4162,,,,,
Jl. Rejosari-Batas Kota,085,3.840,0+100,0+200,4163,,,,,
Jl. Rejosari-Batas Kota,085,3.840,0+200,0+300,4164,,,,,
Jl. Rejosari-Batas Kota,085,3.840,0+300,0+400,4165,,,,,
Jl. Rejosari-Batas Kota,085,3.840,0+400,0+500,4166,,,,,
Jl. Rejosari-Batas Kota,085,3.840,0+500,0+600,4167,,,,,
Jl. Rejosari-Batas Kota,085,3.840,0+600,0+700,4168,,,,,
Jl. Rejosari-Batas Kota,085,3.840,0+700,0+800,4169,,,,,
Jl. Rejosari-Batas Kota,085,3.840,0+800,0+900,4170,,,,,
Jl. Rejosari-Batas Kota,085,3.840,0+900,1+000,4171,,,,,
Jl. Rejosari-Batas Kota,085,3.840,1+000,1+100,4172,,,,,
Jl. Rejosari-Batas Kota,085,3.840,1+100,1+200,4173,,,,,
Jl. Rejosari-Batas Kota,085,3.840,1+200,1+300,4174,,,,,
Jl. Rejosari-Batas Kota,085,3.840,1+300,1+400,4175,,,,,
Jl. Rejosari-Batas Kota,085,3.840,1+400,1+500,4176,,,,,
Jl. Rejosari-Batas Kota,085,3.840,1+500,1+600,4177,,,,,
Jl. Rejosari-Batas Kota,085,3.840,1+600,1+700,4178,,,,,
Jl. Rejosari-Batas Kota,085,3.840,1+700,1+800,4179,,,,,
Jl. Rejosari-Batas Kota,085,3.840,1+800,1+900,4180,,,,,
Jl. Rejosari-Batas Kota,085,3.840,1+900,2+000,4181,,,,,
Jl. Rejosari-Batas Kota,085,3.840,2+000,2+100,4182,,,,,
Jl. Rejosari-Batas Kota,085,3.840,2+100,2+200,4183,,,,,
Jl. Rejosari-Batas Kota,085,3.840,2+200,2+300,4184,,,,,
Jl. Rejosari-Batas Kota,085,3.840,2+300,2+400,4185,,,,,
Jl. Rejosari-Batas Kota,085,3.840,2+400,2+500,4186,,,,,
Jl. Rejosari-Batas Kota,085,3.840,2+500,2+600,4187,,,,,
Jl. Rejosari-Batas Kota,085,3.840,2+600,2+700,4188,,,,,
Jl. Rejosari-Batas Kota,085,3.840,2+700,2+800,4189,,,,,
Jl. Rejosari-Batas Kota,085,3.840,2+800,2+900,4190,,,,,
Jl. Rejosari-Batas Kota,085,3.840,2+900,3+000,4191,,,,,
Jl. Rejosari-Batas Kota,085,3.840,3+000,3+100,4192,,,,,
Jl. Rejosari-Batas Kota,085,3.840,3+100,3+200,4193,,,,,
Jl. Rejosari-Batas Kota,085,3.840,3+200,3+300,4194,,,,,
Jl. Rejosari-Batas Kota,085,3.840,3+300,3+400,4195,,,,,
Jl. Rejosari-Batas Kota,085,3.840,3+400,3+500,4196,,,,,
Jl. Rejosari-Batas Kota,085,3.840,3+500,3+600,4197,,,,,
Jl. Rejosari-Batas Kota,085,3.840,3+600,3+700,4198,,,,,
Jl. Rejosari-Batas Kota,085,3.840,3+700,3+800,4199,,,,,
Jl. Rejosari-Batas Kota,085,3.840,3+800,3+900,4200,,,,,
Jl. Rejosari-Batas Kota,085,3.840,3+900,4+000,4201,,,,,
Jl. Rejosari-Batas Kota,085,3.840,4+100,4+107,4202,,,,,
Jl. Jetis-Dungus,086,6.640,0+000,0+100,4204,,,,,
Jl. Jetis-Dungus,086,6.640,0+100,0+200,4205,,,,,
Jl. Jetis-Dungus,086,6.640,0+200,0+300,4206,,,,,
Jl. Jetis-Dungus,086,6.640,0+300,0+400,4207,,,,,
Jl. Jetis-Dungus,086,6.640,0+400,0+500,4208,,,,,
Jl. Jetis-Dungus,086,6.640,0+500,0+600,4209,,,,,
Jl. Jetis-Dungus,086,6.640,0+600,0+700,4210,,,,,
Jl. Jetis-Dungus,086,6.640,0+700,0+800,4211,,,,,
Jl. Jetis-Dungus,086,6.640,0+800,0+900,4212,,,,,
Jl. Jetis-Dungus,086,6.640,0+900,1+000,4213,,,,,
Jl. Jetis-Dungus,086,6.640,1+000,1+100,4214,,,,,
Jl. Jetis-Dungus,086,6.640,1+100,1+200,4215,,,,,
Jl. Jetis-Dungus,086,6.640,1+200,1+300,4216,,,,,
Jl. Jetis-Dungus,086,6.640,1+300,1+400,4217,,,,,
Jl. Jetis-Dungus,086,6.640,1+400,1+500,4218,,,,,
Jl. Jetis-Dungus,086,6.640,1+500,1+600,4219,,,,,
Jl. Jetis-Dungus,086,6.640,1+600,1+700,4220,,,,,
Jl. Jetis-Dungus,086,6.640,1+700,1+800,4221,,,,,
Jl. Jetis-Dungus,086,6.640,1+800,1+900,4222,,,,,
Jl. Jetis-Dungus,086,6.640,1+900,2+000,4223,,,,,
Jl. Jetis-Dungus,086,6.640,2+000,2+100,4224,,,,,
Jl. Jetis-Dungus,086,6.640,2+100,2+200,4225,,,,,
Jl. Jetis-Dungus,086,6.640,2+200,2+300,4226,,,,,
Jl. Jetis-Dungus,086,6.640,2+300,2+400,4227,,,,,
Jl. Jetis-Dungus,086,6.640,2+400,2+500,4228,,,,,
Jl. Jetis-Dungus,086,6.640,2+500,2+600,4229,,,,,
Jl. Jetis-Dungus,086,6.640,2+600,2+700,4230,,,,,
Jl. Jetis-Dungus,086,6.640,2+700,2+800,4231,,,,,
Jl. Jetis-Dungus,086,6.640,2+800,2+900,4232,,,,,
Jl. Jetis-Dungus,086,6.640,2+900,3+000,4233,,,,,
Jl. Jetis-Dungus,086,6.640,3+000,3+100,4234,,,,,
Jl. Jetis-Dungus,086,6.640,3+100,3+200,4235,,,,,
Jl. Jetis-Dungus,086,6.640,3+200,3+300,4236,,,,,
Jl. Jetis-Dungus,086,6.640,3+300,3+400,4237,,,,,
Jl. Jetis-Dungus,086,6.640,3+400,3+500,4238,,,,,
Jl. Jetis-Dungus,086,6.640,3+500,3+600,4239,,,,,
Jl. Jetis-Dungus,086,6.640,3+600,3+700,4240,,,,,
Jl. Jetis-Dungus,086,6.640,3+700,3+800,4241,,,,,
Jl. Jetis-Dungus,086,6.640,3+800,3+900,4242,,,,,
Jl. Jetis-Dungus,086,6.640,3+900,4+000,4243,,,,,
Jl. Jetis-Dungus,086,6.640,4+000,4+100,4244,,,,,
Jl. Jetis-Dungus,086,6.640,4+100,4+200,4245,,,,,
Jl. Jetis-Dungus,086,6.640,4+200,4+300,4246,,,,,
Jl. Jetis-Dungus,086,6.640,4+300,4+400,4247,,,,,
Jl. Jetis-Dungus,086,6.640,4+400,4+500,4248,,,,,
Jl. Jetis-Dungus,086,6.640,4+500,4+600,4249,,,,,
Jl. Jetis-Dungus,086,6.640,4+600,4+700,4250,,,,,
Jl. Jetis-Dungus,086,6.640,4+700,4+800,4251,,,,,
Jl. Jetis-Dungus,086,6.640,4+800,4+900,4252,,,,,
Jl. Jetis-Dungus,086,6.640,4+900,5+000,4253,,,,,
Jl. Jetis-Dungus,086,6.640,5+000,5+100,4254,,,,,
Jl. Jetis-Dungus,086,6.640,5+100,5+200,4255,,,,,
Jl. Jetis-Dungus,086,6.640,5+200,5+300,4256,,,,,
Jl. Jetis-Dungus,086,6.640,5+300,5+400,4257,,,,,
Jl. Jetis-Dungus,086,6.640,5+400,5+500,4258,,,,,
Jl. Jetis-Dungus,086,6.640,5+500,5+600,4259,,,,,
Jl. Jetis-Dungus,086,6.640,5+600,5+700,4260,,,,,
Jl. Jetis-Dungus,086,6.640,5+700,5+800,4261,,,,,
Jl. Jetis-Dungus,086,6.640,5+800,5+900,4262,,,,,
Jl. Jetis-Dungus,086,6.640,5+900,6+000,4263,,,,,
Jl. Jetis-Dungus,086,6.640,6+000,6+100,4264,,,,,
Jl. Jetis-Dungus,086,6.640,6+100,6+200,4265,,,,,
Jl. Jetis-Dungus,086,6.640,6+200,6+300,4266,,,,,
Jl. Jetis-Dungus,086,6.640,6+300,6+400,4267,,,,,
Jl. Jetis-Dungus,086,6.640,6+400,6+500,4268,,,,,
Jl. Jetis-Dungus,086,6.640,6+500,6+600,4269,,,,,
Jl. Jetis-Dungus,086,6.640,6+600,6+700,4270,,,,,
Jl. Jetis-Dungus,086,6.640,6+800,6+818,4271,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,0+000,0+100,4273,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,0+100,0+200,4274,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,0+200,0+300,4275,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,0+300,0+400,4276,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,0+400,0+500,4277,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,0+500,0+600,4278,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,0+600,0+700,4279,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,0+700,0+800,4280,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,0+800,0+900,4281,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,0+900,1+000,4282,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,1+000,1+100,4283,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,1+100,1+200,4284,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,1+200,1+300,4285,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,1+300,1+400,4286,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,1+400,1+500,4287,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,1+500,1+600,4288,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,1+600,1+700,4289,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,1+700,1+800,4290,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,1+800,1+900,4291,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,1+900,2+000,4292,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,2+000,2+100,4293,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,2+100,2+200,4294,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,2+200,2+300,4295,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,2+300,2+400,4296,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,2+400,2+500,4297,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,2+500,2+600,4298,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,2+600,2+700,4299,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,2+700,2+800,4300,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,2+800,2+900,4301,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,2+900,3+000,4302,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,3+000,3+100,4303,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,3+100,3+200,4304,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,3+200,3+300,4305,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,3+300,3+400,4306,,,,,
Jl. Dagangan-Pesanggrahan,087,11.500,3+400,3+500,4307,,,,,
