Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,No,Tahun,Date,Penanganan,Kondisi_Kini,Perke_Kini
Jl. Saradan-Mundu,008,12.110,9+400,9+500,623,,,,,
Jl. Saradan-Mundu,008,12.110,9+500,9+600,624,,,,,
Jl. Saradan-Mundu,008,12.110,9+600,9+700,625,,,,,
Jl. Saradan-Mundu,008,12.110,9+700,9+800,626,,,,,
Jl. Saradan-Mundu,008,12.110,9+800,9+900,627,,,,,
Jl. Saradan-Mundu,008,12.110,9+900,10+000,628,,,,,
Jl. Saradan-Mundu,008,12.110,10+000,10+100,629,,,,,
Jl. Saradan-Mundu,008,12.110,10+100,10+200,630,,,,,
Jl. Saradan-Mundu,008,12.110,10+200,10+300,631,,,,,
Jl. Saradan-Mundu,008,12.110,10+300,10+400,632,,,,,
Jl. Saradan-Mundu,008,12.110,10+400,10+500,633,,,,,
Jl. Saradan-Mundu,008,12.110,10+500,10+600,634,,,,,
Jl. Saradan-Mundu,008,12.110,10+600,10+700,635,,,,,
Jl. Saradan-Mundu,008,12.110,10+700,10+800,636,,,,,
Jl. Saradan-Mundu,008,12.110,10+800,10+900,637,,,,,
Jl. Saradan-Mundu,008,12.110,10+900,11+000,638,,,,,
Jl. Saradan-Mundu,008,12.110,11+000,11+100,639,,,,,
Jl. Saradan-Mundu,008,12.110,11+100,11+200,640,,,,,
Jl. Saradan-Mundu,008,12.110,11+200,11+300,641,,,,,
Jl. Saradan-Mundu,008,12.110,11+300,11+400,642,,,,,
Jl. Saradan-Mundu,008,12.110,11+400,11+500,643,,,,,
Jl. Saradan-Mundu,008,12.110,11+500,11+600,644,,,,,
Jl. Saradan-Mundu,008,12.110,11+600,11+700,645,,,,,
Jl. Saradan-Mundu,008,12.110,11+700,11+800,646,,,,,
Jl. Saradan-Mundu,008,12.110,11+800,11+900,647,,,,,
Jl. Saradan-Mundu,008,12.110,11+900,12+000,648,,,,,
Jl. Saradan-Mundu,008,12.110,12+100,12+100,649,,,,,
Jl. Dungus-Batas Kota,009,8.700,0+000,0+100,651,,,,,
Jl. Dungus-Batas Kota,009,8.700,0+100,0+200,652,,,,,
Jl. Dungus-Batas Kota,009,8.700,0+200,0+300,653,,,,,
Jl. Dungus-Batas Kota,009,8.700,0+300,0+400,654,,,,,
Jl. Dungus-Batas Kota,009,8.700,0+400,0+500,655,,,,,
Jl. Dungus-Batas Kota,009,8.700,0+500,0+600,656,,,,,
Jl. Dungus-Batas Kota,009,8.700,0+600,0+700,657,,,,,
Jl. Dungus-Batas Kota,009,8.700,0+700,0+800,658,,,,,
Jl. Dungus-Batas Kota,009,8.700,0+800,0+900,659,,,,,
Jl. Dungus-Batas Kota,009,8.700,0+900,1+000,660,,,,,
Jl. Dungus-Batas Kota,009,8.700,1+000,1+100,661,,,,,
Jl. Dungus-Batas Kota,009,8.700,1+100,1+200,662,,,,,
Jl. Dungus-Batas Kota,009,8.700,1+200,1+300,663,,,,,
Jl. Dungus-Batas Kota,009,8.700,1+300,1+400,664,,,,,
Jl. Dungus-Batas Kota,009,8.700,1+400,1+500,665,,,,,
Jl. Dungus-Batas Kota,009,8.700,1+500,1+600,666,,,,,
Jl. Dungus-Batas Kota,009,8.700,1+600,1+700,667,,,,,
Jl. Dungus-Batas Kota,009,8.700,1+700,1+800,668,,,,,
Jl. Dungus-Batas Kota,009,8.700,1+800,1+900,669,,,,,
Jl. Dungus-Batas Kota,009,8.700,1+900,2+000,670,,,,,
Jl. Dungus-Batas Kota,009,8.700,2+000,2+100,671,,,,,
Jl. Dungus-Batas Kota,009,8.700,2+100,2+200,672,,,,,
Jl. Dungus-Batas Kota,009,8.700,2+200,2+300,673,,,,,
Jl. Dungus-Batas Kota,009,8.700,2+300,2+400,674,,,,,
Jl. Dungus-Batas Kota,009,8.700,2+400,2+500,675,,,,,
Jl. Dungus-Batas Kota,009,8.700,2+500,2+600,676,,,,,
Jl. Dungus-Batas Kota,009,8.700,2+600,2+700,677,,,,,
Jl. Dungus-Batas Kota,009,8.700,2+700,2+800,678,,,,,
Jl. Dungus-Batas Kota,009,8.700,2+800,2+900,679,,,,,
Jl. Dungus-Batas Kota,009,8.700,2+900,3+000,680,,,,,
Jl. Dungus-Batas Kota,009,8.700,3+000,3+100,681,,,,,
Jl. Dungus-Batas Kota,009,8.700,3+100,3+200,682,,,,,
Jl. Dungus-Batas Kota,009,8.700,3+200,3+300,683,,,,,
Jl. Dungus-Batas Kota,009,8.700,3+300,3+400,684,,,,,
Jl. Dungus-Batas Kota,009,8.700,3+400,3+500,685,,,,,
Jl. Dungus-Batas Kota,009,8.700,3+500,3+600,686,,,,,
Jl. Dungus-Batas Kota,009,8.700,3+600,3+700,687,,,,,
Jl. Dungus-Batas Kota,009,8.700,3+700,3+800,688,,,,,
Jl. Dungus-Batas Kota,009,8.700,3+800,3+900,689,,,,,
Jl. Dungus-Batas Kota,009,8.700,3+900,4+000,690,,,,,
Jl. Dungus-Batas Kota,009,8.700,4+000,4+100,691,,,,,
Jl. Dungus-Batas Kota,009,8.700,4+100,4+200,692,,,,,
Jl. Dungus-Batas Kota,009,8.700,4+200,4+300,693,,,,,
Jl. Dungus-Batas Kota,009,8.700,4+300,4+400,694,,,,,
Jl. Dungus-Batas Kota,009,8.700,4+400,4+500,695,,,,,
Jl. Dungus-Batas Kota,009,8.700,4+500,4+600,696,,,,,
Jl. Dungus-Batas Kota,009,8.700,4+600,4+700,697,,,,,
Jl. Dungus-Batas Kota,009,8.700,4+700,4+800,698,,,,,
Jl. Dungus-Batas Kota,009,8.700,4+800,4+900,699,,,,,
Jl. Dungus-Batas Kota,009,8.700,4+900,5+000,700,,,,,
Jl. Dungus-Batas Kota,009,8.700,5+000,5+100,701,,,,,
Jl. Dungus-Batas Kota,009,8.700,5+100,5+200,702,,,,,
Jl. Dungus-Batas Kota,009,8.700,5+200,5+300,703,,,,,
Jl. Dungus-Batas Kota,009,8.700,5+300,5+400,704,,,,,
Jl. Dungus-Batas Kota,009,8.700,5+400,5+500,705,,,,,
Jl. Dungus-Batas Kota,009,8.700,5+500,5+600,706,,,,,
Jl. Dungus-Batas Kota,009,8.700,5+600,5+700,707,,,,,
Jl. Dungus-Batas Kota,009,8.700,5+700,5+800,708,,,,,
Jl. Dungus-Batas Kota,009,8.700,5+800,5+900,709,,,,,
Jl. Dungus-Batas Kota,009,8.700,5+900,6+000,710,,,,,
Jl. Dungus-Batas Kota,009,8.700,6+000,6+100,711,,,,,
Jl. Dungus-Batas Kota,009,8.700,6+100,6+200,712,,,,,
Jl. Dungus-Batas Kota,009,8.700,6+200,6+300,713,,,,,
Jl. Dungus-Batas Kota,009,8.700,6+300,6+400,714,,,,,
Jl. Dungus-Batas Kota,009,8.700,6+400,6+500,715,,,,,
Jl. Dungus-Batas Kota,009,8.700,6+500,6+600,716,,,,,
Jl. Dungus-Batas Kota,009,8.700,6+600,6+700,717,,,,,
Jl. Dungus-Batas Kota,009,8.700,6+700,6+800,718,,,,,
Jl. Dungus-Batas Kota,009,8.700,6+800,6+900,719,,,,,
Jl. Dungus-Batas Kota,009,8.700,6+900,7+000,720,,,,,
Jl. Dungus-Batas Kota,009,8.700,7+000,7+100,721,,,,,
Jl. Dungus-Batas Kota,009,8.700,7+100,7+200,722,,,,,
Jl. Dungus-Batas Kota,009,8.700,7+200,7+300,723,,,,,
Jl. Dungus-Batas Kota,009,8.700,7+300,7+400,724,,,,,
Jl. Dungus-Batas Kota,009,8.700,7+400,7+500,725,,,,,
Jl. Dungus-Batas Kota,009,8.700,7+500,7+600,726,,,,,
Jl. Dungus-Batas Kota,009,8.700,7+600,7+700,727,,,,,
Jl. Dungus-Batas Kota,009,8.700,7+700,7+800,728,,,,,
Jl. Dungus-Batas Kota,009,8.700,7+800,7+900,729,,,,,
Jl. Dungus-Batas Kota,009,8.700,7+900,8+000,730,,,,,
Jl. Dungus-Batas Kota,009,8.700,8+000,8+100,731,,,,,
Jl. Dungus-Batas Kota,009,8.700,8+100,8+200,732,,,,,
Jl. Dungus-Batas Kota,009,8.700,8+200,8+300,733,,,,,
Jl. Dungus-Batas Kota,009,8.700,8+300,8+400,734,,,,,
Jl. Dungus-Batas Kota,009,8.700,8+400,8+500,735,,,,,
Jl. Dungus-Batas Kota,009,8.700,8+500,8+600,736,,,,,
Jl. Dungus-Batas Kota,009,8.700,8+700,8+728,737,,,,,
Jl. Kaligunting-Bajulan,010,4.960,0+000,0+100,739,,,,,
Jl. Kaligunting-Bajulan,010,4.960,0+100,0+200,740,,,,,
Jl. Kaligunting-Bajulan,010,4.960,0+200,0+300,741,,,,,
Jl. Kaligunting-Bajulan,010,4.960,0+300,0+400,742,,,,,
Jl. Kaligunting-Bajulan,010,4.960,0+400,0+500,743,,,,,
Jl. Kaligunting-Bajulan,010,4.960,0+500,0+600,744,,,,,
Jl. Kaligunting-Bajulan,010,4.960,0+600,0+700,745,,,,,
Jl. Kaligunting-Bajulan,010,4.960,0+700,0+800,746,,,,,
Jl. Kaligunting-Bajulan,010,4.960,0+800,0+900,747,,,,,
Jl. Kaligunting-Bajulan,010,4.960,0+900,1+000,748,,,,,
Jl. Kaligunting-Bajulan,010,4.960,1+000,1+100,749,,,,,
Jl. Kaligunting-Bajulan,010,4.960,1+100,1+200,750,,,,,
Jl. Kaligunting-Bajulan,010,4.960,1+200,1+300,751,,,,,
Jl. Kaligunting-Bajulan,010,4.960,1+300,1+400,752,,,,,
Jl. Kaligunting-Bajulan,010,4.960,1+400,1+500,753,,,,,
Jl. Kaligunting-Bajulan,010,4.960,1+500,1+600,754,,,,,
Jl. Kaligunting-Bajulan,010,4.960,1+600,1+700,755,,,,,
Jl. Kaligunting-Bajulan,010,4.960,1+700,1+800,756,,,,,
Jl. Kaligunting-Bajulan,010,4.960,1+800,1+900,757,,,,,
Jl. Kaligunting-Bajulan,010,4.960,1+900,2+000,758,,,,,
Jl. Kaligunting-Bajulan,010,4.960,2+000,2+100,759,,,,,
Jl. Kaligunting-Bajulan,010,4.960,2+100,2+200,760,,,,,
Jl. Kaligunting-Bajulan,010,4.960,2+200,2+300,761,,,,,
Jl. Kaligunting-Bajulan,010,4.960,2+300,2+400,762,,,,,
Jl. Kaligunting-Bajulan,010,4.960,2+400,2+500,763,,,,,
Jl. Kaligunting-Bajulan,010,4.960,2+500,2+600,764,,,,,
Jl. Kaligunting-Bajulan,010,4.960,2+600,2+700,765,,,,,
Jl. Kaligunting-Bajulan,010,4.960,2+700,2+800,766,,,,,
Jl. Kaligunting-Bajulan,010,4.960,2+800,2+900,767,,,,,
Jl. Kaligunting-Bajulan,010,4.960,2+900,3+000,768,,,,,
Jl. Kaligunting-Bajulan,010,4.960,3+000,3+100,769,,,,,
Jl. Kaligunting-Bajulan,010,4.960,3+100,3+200,770,,,,,
Jl. Kaligunting-Bajulan,010,4.960,3+200,3+300,771,,,,,
Jl. Kaligunting-Bajulan,010,4.960,3+300,3+400,772,,,,,
Jl. Kaligunting-Bajulan,010,4.960,3+400,3+500,773,,,,,
Jl. Kaligunting-Bajulan,010,4.960,3+500,3+600,774,,,,,
Jl. Kaligunting-Bajulan,010,4.960,3+600,3+700,775,,,,,
Jl. Kaligunting-Bajulan,010,4.960,3+700,3+800,776,,,,,
Jl. Kaligunting-Bajulan,010,4.960,3+800,3+900,777,,,,,
Jl. Kaligunting-Bajulan,010,4.960,3+900,4+000,778,,,,,
Jl. Kaligunting-Bajulan,010,4.960,4+000,4+100,779,,,,,
Jl. Kaligunting-Bajulan,010,4.960,4+100,4+200,780,,,,,
Jl. Kaligunting-Bajulan,010,4.960,4+200,4+300,781,,,,,
Jl. Kaligunting-Bajulan,010,4.960,4+300,4+400,782,,,,,
Jl. Kaligunting-Bajulan,010,4.960,4+400,4+500,783,,,,,
Jl. Kaligunting-Bajulan,010,4.960,4+500,4+600,784,,,,,
Jl. Kaligunting-Bajulan,010,4.960,4+600,4+700,785,,,,,
Jl. Kaligunting-Bajulan,010,4.960,4+700,4+800,786,,,,,
Jl. Kaligunting-Bajulan,010,4.960,4+900,4+967,787,,,,,
Jl. Ngepeh-Tulung,011,5.650,0+000,0+100,789,,,,,
Jl. Ngepeh-Tulung,011,5.650,0+100,0+200,790,,,,,
Jl. Ngepeh-Tulung,011,5.650,0+200,0+300,791,,,,,
Jl. Ngepeh-Tulung,011,5.650,0+300,0+400,792,,,,,
Jl. Ngepeh-Tulung,011,5.650,0+400,0+500,793,,,,,
Jl. Ngepeh-Tulung,011,5.650,0+500,0+600,794,,,,,
Jl. Ngepeh-Tulung,011,5.650,0+600,0+700,795,,,,,
Jl. Ngepeh-Tulung,011,5.650,0+700,0+800,796,,,,,
Jl. Ngepeh-Tulung,011,5.650,0+800,0+900,797,,,,,
Jl. Ngepeh-Tulung,011,5.650,0+900,1+000,798,,,,,
Jl. Ngepeh-Tulung,011,5.650,1+000,1+100,799,,,,,
Jl. Ngepeh-Tulung,011,5.650,1+100,1+200,800,,,,,
Jl. Ngepeh-Tulung,011,5.650,1+200,1+300,801,,,,,
Jl. Ngepeh-Tulung,011,5.650,1+300,1+400,802,,,,,
Jl. Ngepeh-Tulung,011,5.650,1+400,1+500,803,,,,,
Jl. Ngepeh-Tulung,011,5.650,1+500,1+600,804,,,,,
Jl. Ngepeh-Tulung,011,5.650,1+600,1+700,805,,,,,
Jl. Ngepeh-Tulung,011,5.650,1+700,1+800,806,,,,,
Jl. Ngepeh-Tulung,011,5.650,1+800,1+900,807,,,,,
Jl. Ngepeh-Tulung,011,5.650,1+900,2+000,808,,,,,
Jl. Ngepeh-Tulung,011,5.650,2+000,2+100,809,,,,,
Jl. Ngepeh-Tulung,011,5.650,2+100,2+200,810,,,,,
Jl. Ngepeh-Tulung,011,5.650,2+200,2+300,811,,,,,
Jl. Ngepeh-Tulung,011,5.650,2+300,2+400,812,,,,,
Jl. Ngepeh-Tulung,011,5.650,2+400,2+500,813,,,,,
Jl. Ngepeh-Tulung,011,5.650,2+500,2+600,814,,,,,
Jl. Ngepeh-Tulung,011,5.650,2+600,2+700,815,,,,,
Jl. Ngepeh-Tulung,011,5.650,2+700,2+800,816,,,,,
Jl. Ngepeh-Tulung,011,5.650,2+800,2+900,817,,,,,
Jl. Ngepeh-Tulung,011,5.650,2+900,3+000,818,,,,,
Jl. Ngepeh-Tulung,011,5.650,3+000,3+100,819,,,,,
Jl. Ngepeh-Tulung,011,5.650,3+100,3+200,820,,,,,
Jl. Ngepeh-Tulung,011,5.650,3+200,3+300,821,,,,,
Jl. Ngepeh-Tulung,011,5.650,3+300,3+400,822,,,,,
Jl. Ngepeh-Tulung,011,5.650,3+400,3+500,823,,,,,
Jl. Ngepeh-Tulung,011,5.650,3+500,3+600,824,,,,,
Jl. Ngepeh-Tulung,011,5.650,3+600,3+700,825,,,,,
Jl. Ngepeh-Tulung,011,5.650,3+700,3+800,826,,,,,
Jl. Ngepeh-Tulung,011,5.650,3+800,3+900,827,,,,,
Jl. Ngepeh-Tulung,011,5.650,3+900,4+000,828,,,,,
Jl. Ngepeh-Tulung,011,5.650,4+000,4+100,829,,,,,
Jl. Ngepeh-Tulung,011,5.650,4+100,4+200,830,,,,,
Jl. Ngepeh-Tulung,011,5.650,4+200,4+300,831,,,,,
Jl. Ngepeh-Tulung,011,5.650,4+300,4+400,832,,,,,
Jl. Ngepeh-Tulung,011,5.650,4+400,4+500,833,,,,,
Jl. Ngepeh-Tulung,011,5.650,4+500,4+600,834,,,,,
Jl. Ngepeh-Tulung,011,5.650,4+600,4+700,835,,,,,
Jl. Ngepeh-Tulung,011,5.650,4+700,4+800,836,,,,,
Jl. Ngepeh-Tulung,011,5.650,4+800,4+900,837,,,,,
Jl. Ngepeh-Tulung,011,5.650,4+900,5+000,838,,,,,
Jl. Ngepeh-Tulung,011,5.650,5+000,5+100,839,,,,,
Jl. Ngepeh-Tulung,011,5.650,5+100,5+200,840,,,,,
Jl. Ngepeh-Tulung,011,5.650,5+200,5+300,841,,,,,
Jl. Ngepeh-Tulung,011,5.650,5+300,5+400,842,,,,,
Jl. Ngepeh-Tulung,011,5.650,5+400,5+500,843,,,,,
Jl. Ngepeh-Tulung,011,5.650,5+500,5+600,844,,,,,
Jl. Ngepeh-Tulung,011,5.650,5+700,"5+749
",845,,,,,
Jl. Pagotan-Nglandung,012,2.470,0+000,0+100,847,,,,,
Jl. Pagotan-Nglandung,012,2.470,0+100,0+200,848,,,,,
Jl. Pagotan-Nglandung,012,2.470,0+200,0+300,849,,,,,
Jl. Pagotan-Nglandung,012,2.470,0+300,0+400,850,,,,,
Jl. Pagotan-Nglandung,012,2.470,0+400,0+500,851,,,,,
Jl. Pagotan-Nglandung,012,2.470,0+500,0+600,852,,,,,
Jl. Pagotan-Nglandung,012,2.470,0+600,0+700,853,,,,,
Jl. Pagotan-Nglandung,012,2.470,0+700,0+800,854,,,,,
Jl. Pagotan-Nglandung,012,2.470,0+800,0+900,855,,,,,
Jl. Pagotan-Nglandung,012,2.470,0+900,1+000,856,,,,,
Jl. Pagotan-Nglandung,012,2.470,1+000,1+100,857,,,,,
Jl. Pagotan-Nglandung,012,2.470,1+100,1+200,858,,,,,
Jl. Pagotan-Nglandung,012,2.470,1+200,1+300,859,,,,,
Jl. Pagotan-Nglandung,012,2.470,1+300,1+400,860,,,,,
Jl. Pagotan-Nglandung,012,2.470,1+400,1+500,861,,,,,
Jl. Pagotan-Nglandung,012,2.470,1+500,1+600,862,,,,,
Jl. Pagotan-Nglandung,012,2.470,1+600,1+700,863,,,,,
Jl. Pagotan-Nglandung,012,2.470,1+700,1+800,864,,,,,
Jl. Pagotan-Nglandung,012,2.470,1+800,1+900,865,,,,,
Jl. Pagotan-Nglandung,012,2.470,1+900,2+000,866,,,,,
Jl. Pagotan-Nglandung,012,2.470,2+000,2+100,867,,,,,
Jl. Pagotan-Nglandung,012,2.470,2+100,2+200,868,,,,,
Jl. Pagotan-Nglandung,012,2.470,2+200,2+300,869,,,,,
Jl. Pagotan-Nglandung,012,2.470,2+400,2+471,870,,,,,
Jl. Kaibon-Nglandung,013,4.380,0+000,0+100,872,,,,,
Jl. Kaibon-Nglandung,013,4.380,0+100,0+200,873,,,,,
Jl. Kaibon-Nglandung,013,4.380,0+200,0+300,874,,,,,
Jl. Kaibon-Nglandung,013,4.380,0+300,0+400,875,,,,,
Jl. Kaibon-Nglandung,013,4.380,0+400,0+500,876,,,,,
Jl. Kaibon-Nglandung,013,4.380,0+500,0+600,877,,,,,
Jl. Kaibon-Nglandung,013,4.380,0+600,0+700,878,,,,,
Jl. Kaibon-Nglandung,013,4.380,0+700,0+800,879,,,,,
Jl. Kaibon-Nglandung,013,4.380,0+800,0+900,880,,,,,
Jl. Kaibon-Nglandung,013,4.380,0+900,1+000,881,,,,,
Jl. Kaibon-Nglandung,013,4.380,1+000,1+100,882,,,,,
Jl. Kaibon-Nglandung,013,4.380,1+100,1+200,883,,,,,
Jl. Kaibon-Nglandung,013,4.380,1+200,1+300,884,,,,,
Jl. Kaibon-Nglandung,013,4.380,1+300,1+400,885,,,,,
Jl. Kaibon-Nglandung,013,4.380,1+400,1+500,886,,,,,
Jl. Kaibon-Nglandung,013,4.380,1+500,1+600,887,,,,,
Jl. Kaibon-Nglandung,013,4.380,1+600,1+700,888,,,,,
Jl. Kaibon-Nglandung,013,4.380,1+700,1+800,889,,,,,
Jl. Kaibon-Nglandung,013,4.380,1+800,1+900,890,,,,,
Jl. Kaibon-Nglandung,013,4.380,1+900,2+000,891,,,,,
Jl. Kaibon-Nglandung,013,4.380,2+000,2+100,892,,,,,
Jl. Kaibon-Nglandung,013,4.380,2+100,2+200,893,,,,,
Jl. Kaibon-Nglandung,013,4.380,2+200,2+300,894,,,,,
Jl. Kaibon-Nglandung,013,4.380,2+300,2+400,895,,,,,
Jl. Kaibon-Nglandung,013,4.380,2+400,2+500,896,,,,,
Jl. Kaibon-Nglandung,013,4.380,2+500,2+600,897,,,,,
Jl. Kaibon-Nglandung,013,4.380,2+600,2+700,898,,,,,
Jl. Kaibon-Nglandung,013,4.380,2+700,2+800,899,,,,,
Jl. Kaibon-Nglandung,013,4.380,2+800,2+900,900,,,,,
Jl. Kaibon-Nglandung,013,4.380,2+900,3+000,901,,,,,
Jl. Kaibon-Nglandung,013,4.380,3+000,3+100,902,,,,,
Jl. Kaibon-Nglandung,013,4.380,3+100,3+200,903,,,,,
Jl. Kaibon-Nglandung,013,4.380,3+200,3+300,904,,,,,
Jl. Kaibon-Nglandung,013,4.380,3+300,3+400,905,,,,,
Jl. Kaibon-Nglandung,013,4.380,3+400,3+500,906,,,,,
Jl. Kaibon-Nglandung,013,4.380,3+500,3+600,907,,,,,
Jl. Kaibon-Nglandung,013,4.380,3+600,3+700,908,,,,,
Jl. Kaibon-Nglandung,013,4.380,3+700,3+800,909,,,,,
Jl. Kaibon-Nglandung,013,4.380,3+800,3+900,910,,,,,
Jl. Kaibon-Nglandung,013,4.380,3+900,4+000,911,,,,,
Jl. Kaibon-Nglandung,013,4.380,4+000,4+100,912,,,,,
Jl. Kaibon-Nglandung,013,4.380,4+100,4+200,913,,,,,
Jl. Kaibon-Nglandung,013,4.380,4+300,4+380,914,,,,,
Jl. Dimong-Batas Kota,014,3.800,0+000,0+100,916,,,,,
Jl. Dimong-Batas Kota,014,3.800,0+100,0+200,917,,,,,
Jl. Dimong-Batas Kota,014,3.800,0+200,0+300,918,,,,,
Jl. Dimong-Batas Kota,014,3.800,0+300,0+400,919,,,,,
Jl. Dimong-Batas Kota,014,3.800,0+400,0+500,920,,,,,
Jl. Dimong-Batas Kota,014,3.800,0+500,0+600,921,,,,,
Jl. Dimong-Batas Kota,014,3.800,0+600,0+700,922,,,,,
Jl. Dimong-Batas Kota,014,3.800,0+700,0+800,923,,,,,
Jl. Dimong-Batas Kota,014,3.800,0+800,0+900,924,,,,,
Jl. Dimong-Batas Kota,014,3.800,0+900,1+000,925,,,,,
Jl. Dimong-Batas Kota,014,3.800,1+000,1+100,926,,,,,
Jl. Dimong-Batas Kota,014,3.800,1+100,1+200,927,,,,,
Jl. Dimong-Batas Kota,014,3.800,1+200,1+300,928,,,,,
Jl. Dimong-Batas Kota,014,3.800,1+300,1+400,929,,,,,
Jl. Dimong-Batas Kota,014,3.800,1+400,1+500,930,,,,,
Jl. Dimong-Batas Kota,014,3.800,1+500,1+600,931,,,,,
Jl. Dimong-Batas Kota,014,3.800,1+600,1+700,932,,,,,
Jl. Dimong-Batas Kota,014,3.800,1+700,1+800,933,,,,,
Jl. Dimong-Batas Kota,014,3.800,1+800,1+900,934,,,,,
Jl. Dimong-Batas Kota,014,3.800,1+900,2+000,935,,,,,
Jl. Dimong-Batas Kota,014,3.800,2+000,2+100,936,,,,,
Jl. Dimong-Batas Kota,014,3.800,2+100,2+200,937,,,,,
Jl. Dimong-Batas Kota,014,3.800,2+200,2+300,938,,,,,
Jl. Dimong-Batas Kota,014,3.800,2+300,2+400,939,,,,,
Jl. Dimong-Batas Kota,014,3.800,2+400,2+500,940,,,,,
Jl. Dimong-Batas Kota,014,3.800,2+500,2+600,941,,,,,
Jl. Dimong-Batas Kota,014,3.800,2+600,2+700,942,,,,,
Jl. Dimong-Batas Kota,014,3.800,2+700,2+800,943,,,,,
Jl. Dimong-Batas Kota,014,3.800,2+800,2+900,944,,,,,
Jl. Dimong-Batas Kota,014,3.800,2+900,3+000,945,,,,,
Jl. Dimong-Batas Kota,014,3.800,3+000,3+100,946,,,,,
Jl. Dimong-Batas Kota,014,3.800,3+100,3+200,947,,,,,
Jl. Dimong-Batas Kota,014,3.800,3+200,3+300,948,,,,,
Jl. Dimong-Batas Kota,014,3.800,3+300,3+400,949,,,,,
Jl. Dimong-Batas Kota,014,3.800,3+400,3+500,950,,,,,
Jl. Dimong-Batas Kota,014,3.800,3+500,3+600,951,,,,,
Jl. Dimong-Batas Kota,014,3.800,3+600,3+700,952,,,,,
Jl. Dimong-Batas Kota,014,3.800,"3+800
",3+860,953,,,,,
Jl. Muneng-Kenongorejo,015,7.570,0+000,0+100,955,,,,,
Jl. Muneng-Kenongorejo,015,7.570,0+100,0+200,956,,,,,
Jl. Muneng-Kenongorejo,015,7.570,0+200,0+300,957,,,,,
Jl. Muneng-Kenongorejo,015,7.570,0+300,0+400,958,,,,,
Jl. Muneng-Kenongorejo,015,7.570,0+400,0+500,959,,,,,
Jl. Muneng-Kenongorejo,015,7.570,0+500,0+600,960,,,,,
Jl. Muneng-Kenongorejo,015,7.570,0+600,0+700,961,,,,,
Jl. Muneng-Kenongorejo,015,7.570,0+700,0+800,962,,,,,
Jl. Muneng-Kenongorejo,015,7.570,0+800,0+900,963,,,,,
Jl. Muneng-Kenongorejo,015,7.570,0+900,1+000,964,,,,,
Jl. Muneng-Kenongorejo,015,7.570,1+000,1+100,965,,,,,
Jl. Muneng-Kenongorejo,015,7.570,1+100,1+200,966,,,,,
Jl. Muneng-Kenongorejo,015,7.570,1+200,1+300,967,,,,,
Jl. Muneng-Kenongorejo,015,7.570,1+300,1+400,968,,,,,
Jl. Muneng-Kenongorejo,015,7.570,1+400,1+500,969,,,,,
Jl. Muneng-Kenongorejo,015,7.570,1+500,1+600,970,,,,,
Jl. Muneng-Kenongorejo,015,7.570,1+600,1+700,971,,,,,
Jl. Muneng-Kenongorejo,015,7.570,1+700,1+800,972,,,,,
Jl. Muneng-Kenongorejo,015,7.570,1+800,1+900,973,,,,,
Jl. Muneng-Kenongorejo,015,7.570,1+900,2+000,974,,,,,
Jl. Muneng-Kenongorejo,015,7.570,2+000,2+100,975,,,,,
Jl. Muneng-Kenongorejo,015,7.570,2+100,2+200,976,,,,,
Jl. Muneng-Kenongorejo,015,7.570,2+200,2+300,977,,,,,
Jl. Muneng-Kenongorejo,015,7.570,2+300,2+400,978,,,,,
Jl. Muneng-Kenongorejo,015,7.570,2+400,2+500,979,,,,,
Jl. Muneng-Kenongorejo,015,7.570,2+500,2+600,980,,,,,
Jl. Muneng-Kenongorejo,015,7.570,2+600,2+700,981,,,,,
Jl. Muneng-Kenongorejo,015,7.570,2+700,2+800,982,,,,,
Jl. Muneng-Kenongorejo,015,7.570,2+800,2+900,983,,,,,
Jl. Muneng-Kenongorejo,015,7.570,2+900,3+000,984,,,,,
Jl. Muneng-Kenongorejo,015,7.570,3+000,3+100,985,,,,,
Jl. Muneng-Kenongorejo,015,7.570,3+100,3+200,986,,,,,
Jl. Muneng-Kenongorejo,015,7.570,3+200,3+300,987,,,,,
Jl. Muneng-Kenongorejo,015,7.570,3+300,3+400,988,,,,,
Jl. Muneng-Kenongorejo,015,7.570,3+400,3+500,989,,,,,
Jl. Muneng-Kenongorejo,015,7.570,3+500,3+600,990,,,,,
Jl. Muneng-Kenongorejo,015,7.570,3+600,3+700,991,,,,,
Jl. Muneng-Kenongorejo,015,7.570,3+700,3+800,992,,,,,
Jl. Muneng-Kenongorejo,015,7.570,3+800,3+900,993,,,,,
Jl. Muneng-Kenongorejo,015,7.570,3+900,4+000,994,,,,,
Jl. Muneng-Kenongorejo,015,7.570,4+000,4+100,995,,,,,
Jl. Muneng-Kenongorejo,015,7.570,4+100,4+200,996,,,,,
Jl. Muneng-Kenongorejo,015,7.570,4+200,4+300,997,,,,,
Jl. Muneng-Kenongorejo,015,7.570,4+300,4+400,998,,,,,
Jl. Muneng-Kenongorejo,015,7.570,4+400,4+500,999,,,,,
Jl. Muneng-Kenongorejo,015,7.570,4+500,4+600,1000,,,,,
Jl. Muneng-Kenongorejo,015,7.570,4+600,4+700,1001,,,,,
Jl. Muneng-Kenongorejo,015,7.570,4+700,4+800,1002,,,,,
Jl. Muneng-Kenongorejo,015,7.570,4+800,4+900,1003,,,,,
