No,Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,Fungsi,Kondisi,Tipe_Perke,Lebar_STA,Tahun_Reali,tahun,Tgl,Penanganan,Kondisi_Kini,Perke_Kini
796,DUREN I,,921,0+200,0+300,,sedang,lapen,4,,2022,,,,
797,DUREN I,,921,0+300,0+400,,sedang,lapen,4,,2022,,,,
798,DUREN I,,921,0+400,0+500,,sedang,lapen,4,,2022,,,,
799,DUREN I,,921,0+500,0+600,,RR,lapen,4,,2022,,,,
800,DUREN I,,921,0+600,0+700,,RR,tanah,4,,2022,,,,
801,DUREN I,,921,0+700,0+800,,RR,tanah,4,,2022,,,,
802,DUREN I,,921,0+800,0+900,,RR,tanah,4,,2022,,,,
803,DUREN I,,921,0+900,0+912,,RR,tanah,4,,2022,,,,
804,DUREN II,,1599,0+000,0+100,,RB,tanah,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
805,DUREN II,,1599,0+100,0+200,,RB,tanah,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
806,DUREN II,,1599,0+200,0+300,,RB,beton,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
807,DUREN II,,1599,0+300,0+400,,RB,beton,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
808,DUREN II,,1599,0+400,0+500,,RB,beton,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
809,DUREN II,,1599,0+500,0+600,,RB,beton,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
810,DUREN II,,1599,0+600,0+700,,RB,beton,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
811,DUREN II,,1599,0+700,0+800,,RB,beton,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
812,DUREN II,,1599,0+800,0+900,,RB,beton,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
813,DUREN II,,1599,0+900,1+000,,baik,beton,4,,2022,,,,
814,DUREN II,,1599,1+000,1+100,,baik,beton,4,,2022,,,,
