FID,Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR
2151,Jl. Dungus-Sukosari,32,6.65,3+100,3+200
2152,Jl. Dungus-Sukosari,32,6.65,3+200,3+300
2153,Jl. Dungus-Sukosari,32,6.65,3+300,3+400
2154,Jl. Dungus-Sukosari,32,6.65,3+400,3+500
2155,Jl. Dungus-Sukosari,32,6.65,3+500,3+600
2156,Jl. Dungus-Sukosari,32,6.65,3+600,3+700
2157,Jl. Dungus-Sukosari,32,6.65,3+700,3+800
2158,Jl. Dungus-Sukosari,32,6.65,3+800,3+900
2159,Jl. Dungus-Sukosari,32,6.65,3+900,4+000
2160,Jl. Dungus-Sukosari,32,6.65,4+000,4+100
2161,Jl. Dungus-Sukosari,32,6.65,4+100,4+200
2162,Jl. Dungus-Sukosari,32,6.65,4+200,4+300
2163,Jl. Dungus-Sukosari,32,6.65,4+300,4+400
2164,Jl. Dungus-Sukosari,32,6.65,4+400,4+500
2165,Jl. Dungus-Sukosari,32,6.65,4+500,4+600
2166,Jl. Dungus-Sukosari,32,6.65,4+600,4+700
2167,Jl. Dungus-Sukosari,32,6.65,4+700,4+800
2168,Jl. Dungus-Sukosari,32,6.65,4+800,4+900
2169,Jl. Dungus-Sukosari,32,6.65,4+900,5+000
2170,Jl. Dungus-Sukosari,32,6.65,5+000,5+100
2171,Jl. Dungus-Sukosari,32,6.65,5+100,5+200
2172,Jl. Dungus-Sukosari,32,6.65,5+200,5+300
2173,Jl. Dungus-Sukosari,32,6.65,5+300,5+400
2174,Jl. Dungus-Sukosari,32,6.65,5+400,5+500
2175,Jl. Dungus-Sukosari,32,6.65,5+500,5+600
2176,Jl. Dungus-Sukosari,32,6.65,5+600,5+700
2177,Jl. Dungus-Sukosari,32,6.65,5+700,5+800
2178,Jl. Dungus-Sukosari,32,6.65,5+800,5+900
2179,Jl. Dungus-Sukosari,32,6.65,5+900,6+000
2180,Jl. Dungus-Sukosari,32,6.65,6+000,6+100
2181,Jl. Dungus-Sukosari,32,6.65,6+100,6+200
2182,Jl. Dungus-Sukosari,32,6.65,6+200,6+300
2183,Jl. Dungus-Sukosari,32,6.65,6+300,6+400
2184,Jl. Dungus-Sukosari,32,6.65,6+400,6+500
2185,Jl. Dungus-Sukosari,32,6.65,6+600,6+643
133,Jl. Jiwan-Sambirejo,33,5.45,5+300," 5+400
"
2186,Jl. Jiwan-Sambirejo,33,5.45,0+000,0+100
2187,Jl. Jiwan-Sambirejo,33,5.45,0+100,0+200
2188,Jl. Jiwan-Sambirejo,33,5.45,0+200,0+300
2189,Jl. Jiwan-Sambirejo,33,5.45,0+300,0+400
2190,Jl. Jiwan-Sambirejo,33,5.45,0+400,0+500
2191,Jl. Jiwan-Sambirejo,33,5.45,0+500,0+600
2192,Jl. Jiwan-Sambirejo,33,5.45,0+600,0+700
2193,Jl. Jiwan-Sambirejo,33,5.45,0+700,0+800
2194,Jl. Jiwan-Sambirejo,33,5.45,0+800,0+900
2195,Jl. Jiwan-Sambirejo,33,5.45,0+900,1+000
2196,Jl. Jiwan-Sambirejo,33,5.45,1+000,1+100
2197,Jl. Jiwan-Sambirejo,33,5.45,1+100,1+200
2198,Jl. Jiwan-Sambirejo,33,5.45,1+200,1+300
2199,Jl. Jiwan-Sambirejo,33,5.45,1+300,1+400
2200,Jl. Jiwan-Sambirejo,33,5.45,1+400,1+500
2201,Jl. Jiwan-Sambirejo,33,5.45,1+500,1+600
2202,Jl. Jiwan-Sambirejo,33,5.45,1+600,1+700
2203,Jl. Jiwan-Sambirejo,33,5.45,1+700,1+800
2204,Jl. Jiwan-Sambirejo,33,5.45,1+800,1+900
2205,Jl. Jiwan-Sambirejo,33,5.45,1+900,2+000
2206,Jl. Jiwan-Sambirejo,33,5.45,2+000,2+100
2207,Jl. Jiwan-Sambirejo,33,5.45,2+100,2+200
2208,Jl. Jiwan-Sambirejo,33,5.45,2+200,2+300
2209,Jl. Jiwan-Sambirejo,33,5.45,2+300,2+400
2210,Jl. Jiwan-Sambirejo,33,5.45,2+400,2+500
2211,Jl. Jiwan-Sambirejo,33,5.45,2+500,2+600
2212,Jl. Jiwan-Sambirejo,33,5.45,2+600,2+700
2213,Jl. Jiwan-Sambirejo,33,5.45,2+700,2+800
2214,Jl. Jiwan-Sambirejo,33,5.45,2+800,2+900
2215,Jl. Jiwan-Sambirejo,33,5.45,2+900,3+000
2216,Jl. Jiwan-Sambirejo,33,5.45,3+000,3+100
2217,Jl. Jiwan-Sambirejo,33,5.45,3+100,3+200
2218,Jl. Jiwan-Sambirejo,33,5.45,3+200,3+300
2219,Jl. Jiwan-Sambirejo,33,5.45,3+300,3+400
2220,Jl. Jiwan-Sambirejo,33,5.45,3+400,3+500
2221,Jl. Jiwan-Sambirejo,33,5.45,3+500,3+600
2222,Jl. Jiwan-Sambirejo,33,5.45,3+600,3+700
2223,Jl. Jiwan-Sambirejo,33,5.45,3+700,3+800
2224,Jl. Jiwan-Sambirejo,33,5.45,3+800,3+900
2225,Jl. Jiwan-Sambirejo,33,5.45,3+900,4+000
2226,Jl. Jiwan-Sambirejo,33,5.45,4+000,4+100
2227,Jl. Jiwan-Sambirejo,33,5.45,4+100,4+200
2228,Jl. Jiwan-Sambirejo,33,5.45,4+200,4+300
2229,Jl. Jiwan-Sambirejo,33,5.45,4+300,4+400
2230,Jl. Jiwan-Sambirejo,33,5.45,4+400,4+500
2231,Jl. Jiwan-Sambirejo,33,5.45,4+500,4+600
2232,Jl. Jiwan-Sambirejo,33,5.45,4+600,4+700
2233,Jl. Jiwan-Sambirejo,33,5.45,4+700,4+800
2234,Jl. Jiwan-Sambirejo,33,5.45,4+800,4+900
2235,Jl. Jiwan-Sambirejo,33,5.45,4+900,5+000
2236,Jl. Jiwan-Sambirejo,33,5.45,5+000,5+100
2237,Jl. Jiwan-Sambirejo,33,5.45,5+100,5+200
2238,Jl. Jiwan-Sambirejo,33,5.45,5+200,5+300
2239,Jl. Jiwan-Sambirejo,33,5.45,5+400,5+445
70,Jl. Bungkus-Sidodadi,34,2.75,2+600,2+700
2240,Jl. Bungkus-Sidodadi,34,2.75,0+000,0+100
2241,Jl. Bungkus-Sidodadi,34,2.75,0+100,0+200
2242,Jl. Bungkus-Sidodadi,34,2.75,0+200,0+300
2243,Jl. Bungkus-Sidodadi,34,2.75,0+300,0+400
2244,Jl. Bungkus-Sidodadi,34,2.75,0+400,0+500
2245,Jl. Bungkus-Sidodadi,34,2.75,0+500,0+600
2246,Jl. Bungkus-Sidodadi,34,2.75,0+600,0+700
2247,Jl. Bungkus-Sidodadi,34,2.75,0+700,0+800
2248,Jl. Bungkus-Sidodadi,34,2.75,0+800,0+900
2249,Jl. Bungkus-Sidodadi,34,2.75,0+900,1+000
2250,Jl. Bungkus-Sidodadi,34,2.75,1+000,1+100
2251,Jl. Bungkus-Sidodadi,34,2.75,1+100,1+200
2252,Jl. Bungkus-Sidodadi,34,2.75,1+200,1+300
2253,Jl. Bungkus-Sidodadi,34,2.75,1+300,1+400
2254,Jl. Bungkus-Sidodadi,34,2.75,1+400,1+500
2255,Jl. Bungkus-Sidodadi,34,2.75,1+500,1+600
2256,Jl. Bungkus-Sidodadi,34,2.75,1+600,1+700
2257,Jl. Bungkus-Sidodadi,34,2.75,1+700,1+800
2258,Jl. Bungkus-Sidodadi,34,2.75,1+800,1+900
2259,Jl. Bungkus-Sidodadi,34,2.75,1+900,2+000
2260,Jl. Bungkus-Sidodadi,34,2.75,2+000,2+100
2261,Jl. Bungkus-Sidodadi,34,2.75,2+100,2+200
2262,Jl. Bungkus-Sidodadi,34,2.75,2+200,2+300
2263,Jl. Bungkus-Sidodadi,34,2.75,2+300,2+400
2264,Jl. Bungkus-Sidodadi,34,2.75,2+400,2+500
2265,Jl. Bungkus-Sidodadi,34,2.75,2+500,2+600
2266,Jl. Bungkus-Sidodadi,34,2.75,2+700," 2+751
"
77,Jl. Purwosari-Bancong,35,3.84,3+600,3+700
2267,Jl. Purwosari-Bancong,35,3.84,0+000,0+100
2268,Jl. Purwosari-Bancong,35,3.84,0+100,0+200
2269,Jl. Purwosari-Bancong,35,3.84,0+200,0+300
2270,Jl. Purwosari-Bancong,35,3.84,0+300,0+400
2271,Jl. Purwosari-Bancong,35,3.84,0+400,0+500
2272,Jl. Purwosari-Bancong,35,3.84,0+500,0+600
2273,Jl. Purwosari-Bancong,35,3.84,0+600,0+700
2274,Jl. Purwosari-Bancong,35,3.84,0+700,0+800
2275,Jl. Purwosari-Bancong,35,3.84,0+800,0+900
2276,Jl. Purwosari-Bancong,35,3.84,0+900,1+000
2277,Jl. Purwosari-Bancong,35,3.84,1+000,1+100
2278,Jl. Purwosari-Bancong,35,3.84,1+100,1+200
2279,Jl. Purwosari-Bancong,35,3.84,1+200,1+300
2280,Jl. Purwosari-Bancong,35,3.84,1+300,1+400
2281,Jl. Purwosari-Bancong,35,3.84,1+400,1+500
2282,Jl. Purwosari-Bancong,35,3.84,1+500,1+600
2283,Jl. Purwosari-Bancong,35,3.84,1+600,1+700
2284,Jl. Purwosari-Bancong,35,3.84,1+700,1+800
2285,Jl. Purwosari-Bancong,35,3.84,1+800,1+900
2286,Jl. Purwosari-Bancong,35,3.84,1+900,2+000
2287,Jl. Purwosari-Bancong,35,3.84,2+000,2+100
2288,Jl. Purwosari-Bancong,35,3.84,2+100,2+200
2289,Jl. Purwosari-Bancong,35,3.84,2+200,2+300
2290,Jl. Purwosari-Bancong,35,3.84,2+300,2+400
2291,Jl. Purwosari-Bancong,35,3.84,2+400,2+500
2292,Jl. Purwosari-Bancong,35,3.84,2+500,2+600
2293,Jl. Purwosari-Bancong,35,3.84,2+600,2+700
2294,Jl. Purwosari-Bancong,35,3.84,2+700,2+800
2295,Jl. Purwosari-Bancong,35,3.84,2+800,2+900
2296,Jl. Purwosari-Bancong,35,3.84,2+900,3+000
2297,Jl. Purwosari-Bancong,35,3.84,3+000,3+100
2298,Jl. Purwosari-Bancong,35,3.84,3+100,3+200
2299,Jl. Purwosari-Bancong,35,3.84,3+200,3+300
2300,Jl. Purwosari-Bancong,35,3.84,3+300,3+400
2301,Jl. Purwosari-Bancong,35,3.84,3+400,3+500
2302,Jl. Purwosari-Bancong,35,3.84,3+500,3+600
2303,Jl. Purwosari-Bancong,35,3.84,3+700,3+750
29,Jl. Karangmalang-Kuwu,36,5.34,"5+200
",5+300
2304,Jl. Karangmalang-Kuwu,36,5.34,0+000,0+100
2305,Jl. Karangmalang-Kuwu,36,5.34,0+100,0+200
2306,Jl. Karangmalang-Kuwu,36,5.34,0+200,0+300
2307,Jl. Karangmalang-Kuwu,36,5.34,0+300,0+400
2308,Jl. Karangmalang-Kuwu,36,5.34,0+400,0+500
2309,Jl. Karangmalang-Kuwu,36,5.34,0+500,0+600
2310,Jl. Karangmalang-Kuwu,36,5.34,0+600,0+700
2311,Jl. Karangmalang-Kuwu,36,5.34,0+700,0+800
2312,Jl. Karangmalang-Kuwu,36,5.34,0+800,0+900
2313,Jl. Karangmalang-Kuwu,36,5.34,0+900,1+000
2314,Jl. Karangmalang-Kuwu,36,5.34,1+000,1+100
2315,Jl. Karangmalang-Kuwu,36,5.34,1+100,1+200
2316,Jl. Karangmalang-Kuwu,36,5.34,1+200,1+300
2317,Jl. Karangmalang-Kuwu,36,5.34,1+300,1+400
2318,Jl. Karangmalang-Kuwu,36,5.34,1+400,1+500
2319,Jl. Karangmalang-Kuwu,36,5.34,1+500,1+600
2320,Jl. Karangmalang-Kuwu,36,5.34,1+600,1+700
2321,Jl. Karangmalang-Kuwu,36,5.34,1+700,1+800
2322,Jl. Karangmalang-Kuwu,36,5.34,1+800,1+900
2323,Jl. Karangmalang-Kuwu,36,5.34,1+900,2+000
2324,Jl. Karangmalang-Kuwu,36,5.34,2+000,2+100
2325,Jl. Karangmalang-Kuwu,36,5.34,2+100,2+200
2326,Jl. Karangmalang-Kuwu,36,5.34,2+200,2+300
2327,Jl. Karangmalang-Kuwu,36,5.34,2+300,2+400
2328,Jl. Karangmalang-Kuwu,36,5.34,2+400,2+500
2329,Jl. Karangmalang-Kuwu,36,5.34,2+500,2+600
2330,Jl. Karangmalang-Kuwu,36,5.34,2+600,2+700
2331,Jl. Karangmalang-Kuwu,36,5.34,2+700,2+800
2332,Jl. Karangmalang-Kuwu,36,5.34,2+800,2+900
2333,Jl. Karangmalang-Kuwu,36,5.34,2+900,3+000
2334,Jl. Karangmalang-Kuwu,36,5.34,3+000,3+100
2335,Jl. Karangmalang-Kuwu,36,5.34,3+100,3+200
2336,Jl. Karangmalang-Kuwu,36,5.34,3+200,3+300
2337,Jl. Karangmalang-Kuwu,36,5.34,3+300,3+400
2338,Jl. Karangmalang-Kuwu,36,5.34,3+400,3+500
2339,Jl. Karangmalang-Kuwu,36,5.34,3+500,3+600
2340,Jl. Karangmalang-Kuwu,36,5.34,3+600,3+700
2341,Jl. Karangmalang-Kuwu,36,5.34,3+700,3+800
2342,Jl. Karangmalang-Kuwu,36,5.34,3+800,3+900
2343,Jl. Karangmalang-Kuwu,36,5.34,3+900,4+000
2344,Jl. Karangmalang-Kuwu,36,5.34,4+000,4+100
2345,Jl. Karangmalang-Kuwu,36,5.34,4+100,4+200
2346,Jl. Karangmalang-Kuwu,36,5.34,4+200,4+300
2347,Jl. Karangmalang-Kuwu,36,5.34,4+300,4+400
2348,Jl. Karangmalang-Kuwu,36,5.34,4+400,4+500
2349,Jl. Karangmalang-Kuwu,36,5.34,4+500,4+600
2350,Jl. Karangmalang-Kuwu,36,5.34,4+600,4+700
2351,Jl. Karangmalang-Kuwu,36,5.34,4+700,4+800
2352,Jl. Karangmalang-Kuwu,36,5.34,4+800,4+900
2353,Jl. Karangmalang-Kuwu,36,5.34,4+900,5+000
2354,Jl. Karangmalang-Kuwu,36,5.34,5+000,5+100
2355,Jl. Karangmalang-Kuwu,36,5.34,5+100,5+200
2356,Jl. Karangmalang-Kuwu,36,5.34,5+300,5+335
48,Jl. Tiron-Banjarsari,37,3.48,3+300,3+400
2357,Jl. Tiron-Banjarsari,37,3.48,0+000,0+100
2358,Jl. Tiron-Banjarsari,37,3.48,0+100,0+200
2359,Jl. Tiron-Banjarsari,37,3.48,0+200,0+300
2360,Jl. Tiron-Banjarsari,37,3.48,0+300,0+400
2361,Jl. Tiron-Banjarsari,37,3.48,0+400,0+500
2362,Jl. Tiron-Banjarsari,37,3.48,0+500,0+600
2363,Jl. Tiron-Banjarsari,37,3.48,0+600,0+700
2364,Jl. Tiron-Banjarsari,37,3.48,0+700,0+800
2365,Jl. Tiron-Banjarsari,37,3.48,0+800,0+900
2366,Jl. Tiron-Banjarsari,37,3.48,0+900,1+000
2367,Jl. Tiron-Banjarsari,37,3.48,1+000,1+100
2368,Jl. Tiron-Banjarsari,37,3.48,1+100,1+200
2369,Jl. Tiron-Banjarsari,37,3.48,1+200,1+300
2370,Jl. Tiron-Banjarsari,37,3.48,1+300,1+400
2371,Jl. Tiron-Banjarsari,37,3.48,1+400,1+500
2372,Jl. Tiron-Banjarsari,37,3.48,1+500,1+600
2373,Jl. Tiron-Banjarsari,37,3.48,1+600,1+700
2374,Jl. Tiron-Banjarsari,37,3.48,1+700,1+800
2375,Jl. Tiron-Banjarsari,37,3.48,1+800,1+900
2376,Jl. Tiron-Banjarsari,37,3.48,1+900,2+000
2377,Jl. Tiron-Banjarsari,37,3.48,2+000,2+100
2378,Jl. Tiron-Banjarsari,37,3.48,2+100,2+200
2379,Jl. Tiron-Banjarsari,37,3.48,2+200,2+300
2380,Jl. Tiron-Banjarsari,37,3.48,2+300,2+400
2381,Jl. Tiron-Banjarsari,37,3.48,2+400,2+500
2382,Jl. Tiron-Banjarsari,37,3.48,2+500,2+600
2383,Jl. Tiron-Banjarsari,37,3.48,2+600,2+700
2384,Jl. Tiron-Banjarsari,37,3.48,2+700,2+800
2385,Jl. Tiron-Banjarsari,37,3.48,2+800,2+900
2386,Jl. Tiron-Banjarsari,37,3.48,2+900,3+000
2387,Jl. Tiron-Banjarsari,37,3.48,3+000,3+100
2388,Jl. Tiron-Banjarsari,37,3.48,3+100,3+200
2389,Jl. Tiron-Banjarsari,37,3.48,3+200,3+300
2390,Jl. Tiron-Banjarsari,37,3.48,3+400,3+479
103,Jl. Balerejo-Dimong,38,4.51,4+300,4+400
2391,Jl. Balerejo-Dimong,38,4.51,0+000,0+100
2392,Jl. Balerejo-Dimong,38,4.51,0+100,0+200
2393,Jl. Balerejo-Dimong,38,4.51,0+200,0+300
2394,Jl. Balerejo-Dimong,38,4.51,0+300,0+400
2395,Jl. Balerejo-Dimong,38,4.51,0+400,0+500
2396,Jl. Balerejo-Dimong,38,4.51,0+500,0+600
2397,Jl. Balerejo-Dimong,38,4.51,0+600,0+700
2398,Jl. Balerejo-Dimong,38,4.51,0+700,0+800
2399,Jl. Balerejo-Dimong,38,4.51,0+800,0+900
2400,Jl. Balerejo-Dimong,38,4.51,0+900,1+000
2401,Jl. Balerejo-Dimong,38,4.51,1+000,1+100
2402,Jl. Balerejo-Dimong,38,4.51,1+100,1+200
2403,Jl. Balerejo-Dimong,38,4.51,1+200,1+300
2404,Jl. Balerejo-Dimong,38,4.51,1+300,1+400
2405,Jl. Balerejo-Dimong,38,4.51,1+400,1+500
2406,Jl. Balerejo-Dimong,38,4.51,1+500,1+600
2407,Jl. Balerejo-Dimong,38,4.51,1+600,1+700
2408,Jl. Balerejo-Dimong,38,4.51,1+700,1+800
2409,Jl. Balerejo-Dimong,38,4.51,1+800,1+900
2410,Jl. Balerejo-Dimong,38,4.51,1+900,2+000
2411,Jl. Balerejo-Dimong,38,4.51,2+000,2+100
2412,Jl. Balerejo-Dimong,38,4.51,2+100,2+200
2413,Jl. Balerejo-Dimong,38,4.51,2+200,2+300
2414,Jl. Balerejo-Dimong,38,4.51,2+300,2+400
2415,Jl. Balerejo-Dimong,38,4.51,2+400,2+500
2416,Jl. Balerejo-Dimong,38,4.51,2+500,2+600
2417,Jl. Balerejo-Dimong,38,4.51,2+600,2+700
2418,Jl. Balerejo-Dimong,38,4.51,2+700,2+800
2419,Jl. Balerejo-Dimong,38,4.51,2+800,2+900
2420,Jl. Balerejo-Dimong,38,4.51,2+900,3+000
2421,Jl. Balerejo-Dimong,38,4.51,3+000,3+100
2422,Jl. Balerejo-Dimong,38,4.51,3+100,3+200
2423,Jl. Balerejo-Dimong,38,4.51,3+200,3+300
2424,Jl. Balerejo-Dimong,38,4.51,3+300,3+400
2425,Jl. Balerejo-Dimong,38,4.51,3+400,3+500
2426,Jl. Balerejo-Dimong,38,4.51,3+500,3+600
2427,Jl. Balerejo-Dimong,38,4.51,3+600,3+700
2428,Jl. Balerejo-Dimong,38,4.51,3+700,3+800
2429,Jl. Balerejo-Dimong,38,4.51,3+800,3+900
2430,Jl. Balerejo-Dimong,38,4.51,3+900,4+000
2431,Jl. Balerejo-Dimong,38,4.51,4+000,4+100
2432,Jl. Balerejo-Dimong,38,4.51,4+100,4+200
2433,Jl. Balerejo-Dimong,38,4.51,4+200,4+300
2434,Jl. Balerejo-Dimong,38,4.51,4+400,4+495
137,Jl. Nglames-Batas Kota,39,0.48,0+300,"0+400
"
2435,Jl. Nglames-Batas Kota,39,0.48,0+000,0+100
2436,Jl. Nglames-Batas Kota,39,0.48,0+100,0+200
2437,Jl. Nglames-Batas Kota,39,0.48,0+200,0+300
2438,Jl. Nglames-Batas Kota,39,0.48,0+400,0+498
89,Jl. Sangen-Sewulan,40,2.16,2+000,2+100
2439,Jl. Sangen-Sewulan,40,2.16,0+000,0+100
2440,Jl. Sangen-Sewulan,40,2.16,0+100,0+200
2441,Jl. Sangen-Sewulan,40,2.16,0+200,0+300
2442,Jl. Sangen-Sewulan,40,2.16,0+300,0+400
2443,Jl. Sangen-Sewulan,40,2.16,0+400,0+500
2444,Jl. Sangen-Sewulan,40,2.16,0+500,0+600
2445,Jl. Sangen-Sewulan,40,2.16,0+600,0+700
2446,Jl. Sangen-Sewulan,40,2.16,0+700,0+800
2447,Jl. Sangen-Sewulan,40,2.16,0+800,0+900
2448,Jl. Sangen-Sewulan,40,2.16,0+900,1+000
2449,Jl. Sangen-Sewulan,40,2.16,1+000,1+100
2450,Jl. Sangen-Sewulan,40,2.16,1+100,1+200
2451,Jl. Sangen-Sewulan,40,2.16,1+200,1+300
2452,Jl. Sangen-Sewulan,40,2.16,1+300,1+400
2453,Jl. Sangen-Sewulan,40,2.16,1+400,1+500
2454,Jl. Sangen-Sewulan,40,2.16,1+500,1+600
2455,Jl. Sangen-Sewulan,40,2.16,1+600,1+700
2456,Jl. Sangen-Sewulan,40,2.16,1+700,1+800
2457,Jl. Sangen-Sewulan,40,2.16,1+800,1+900
2458,Jl. Sangen-Sewulan,40,2.16,1+900,2+000
2459,Jl. Sangen-Sewulan,40,2.16,2+100,2+163
105,Jl. Slambur-Segulung,41,9.5,9+300,9+400
2460,Jl. Slambur-Segulung,41,9.5,0+000,0+100
2461,Jl. Slambur-Segulung,41,9.5,0+100,0+200
2462,Jl. Slambur-Segulung,41,9.5,0+200,0+300
2463,Jl. Slambur-Segulung,41,9.5,0+300,0+400
2464,Jl. Slambur-Segulung,41,9.5,0+400,0+500
2465,Jl. Slambur-Segulung,41,9.5,0+500,0+600
2466,Jl. Slambur-Segulung,41,9.5,0+600,0+700
2467,Jl. Slambur-Segulung,41,9.5,0+700,0+800
2468,Jl. Slambur-Segulung,41,9.5,0+800,0+900
2469,Jl. Slambur-Segulung,41,9.5,0+900,1+000
2470,Jl. Slambur-Segulung,41,9.5,1+000,1+100
2471,Jl. Slambur-Segulung,41,9.5,1+100,1+200
2472,Jl. Slambur-Segulung,41,9.5,1+200,1+300
2473,Jl. Slambur-Segulung,41,9.5,1+300,1+400
2474,Jl. Slambur-Segulung,41,9.5,1+400,1+500
2475,Jl. Slambur-Segulung,41,9.5,1+500,1+600
2476,Jl. Slambur-Segulung,41,9.5,1+600,1+700
2477,Jl. Slambur-Segulung,41,9.5,1+700,1+800
2478,Jl. Slambur-Segulung,41,9.5,1+800,1+900
2479,Jl. Slambur-Segulung,41,9.5,1+900,2+000
2480,Jl. Slambur-Segulung,41,9.5,2+000,2+100
2481,Jl. Slambur-Segulung,41,9.5,2+100,2+200
2482,Jl. Slambur-Segulung,41,9.5,2+200,2+300
2483,Jl. Slambur-Segulung,41,9.5,2+300,2+400
2484,Jl. Slambur-Segulung,41,9.5,2+400,2+500
2485,Jl. Slambur-Segulung,41,9.5,2+500,2+600
2486,Jl. Slambur-Segulung,41,9.5,2+600,2+700
2487,Jl. Slambur-Segulung,41,9.5,2+700,2+800
2488,Jl. Slambur-Segulung,41,9.5,2+800,2+900
2489,Jl. Slambur-Segulung,41,9.5,2+900,3+000
2490,Jl. Slambur-Segulung,41,9.5,3+000,3+100
2491,Jl. Slambur-Segulung,41,9.5,3+100,3+200
2492,Jl. Slambur-Segulung,41,9.5,3+200,3+300
2493,Jl. Slambur-Segulung,41,9.5,3+300,3+400
2494,Jl. Slambur-Segulung,41,9.5,3+400,3+500
2495,Jl. Slambur-Segulung,41,9.5,3+500,3+600
2496,Jl. Slambur-Segulung,41,9.5,3+600,3+700
2497,Jl. Slambur-Segulung,41,9.5,3+700,3+800
2498,Jl. Slambur-Segulung,41,9.5,3+800,3+900
2499,Jl. Slambur-Segulung,41,9.5,3+900,4+000
2500,Jl. Slambur-Segulung,41,9.5,4+000,4+100
2501,Jl. Slambur-Segulung,41,9.5,4+100,4+200
2502,Jl. Slambur-Segulung,41,9.5,4+200,4+300
2503,Jl. Slambur-Segulung,41,9.5,4+300,4+400
2504,Jl. Slambur-Segulung,41,9.5,4+400,4+500
2505,Jl. Slambur-Segulung,41,9.5,4+500,4+600
2506,Jl. Slambur-Segulung,41,9.5,4+600,4+700
2507,Jl. Slambur-Segulung,41,9.5,4+700,4+800
2508,Jl. Slambur-Segulung,41,9.5,4+800,4+900
2509,Jl. Slambur-Segulung,41,9.5,4+900,5+000
2510,Jl. Slambur-Segulung,41,9.5,5+000,5+100
2511,Jl. Slambur-Segulung,41,9.5,5+100,5+200
2512,Jl. Slambur-Segulung,41,9.5,5+200,5+300
2513,Jl. Slambur-Segulung,41,9.5,5+300,5+400
2514,Jl. Slambur-Segulung,41,9.5,5+400,5+500
2515,Jl. Slambur-Segulung,41,9.5,5+500,5+600
2516,Jl. Slambur-Segulung,41,9.5,5+600,5+700
2517,Jl. Slambur-Segulung,41,9.5,5+700,5+800
2518,Jl. Slambur-Segulung,41,9.5,5+800,5+900
2519,Jl. Slambur-Segulung,41,9.5,5+900,6+000
2520,Jl. Slambur-Segulung,41,9.5,6+000,6+100
2521,Jl. Slambur-Segulung,41,9.5,6+100,6+200
2522,Jl. Slambur-Segulung,41,9.5,6+200,6+300
2523,Jl. Slambur-Segulung,41,9.5,6+300,6+400
2524,Jl. Slambur-Segulung,41,9.5,6+400,6+500
2525,Jl. Slambur-Segulung,41,9.5,6+500,6+600
2526,Jl. Slambur-Segulung,41,9.5,6+600,6+700
2527,Jl. Slambur-Segulung,41,9.5,6+700,6+800
2528,Jl. Slambur-Segulung,41,9.5,6+800,6+900
2529,Jl. Slambur-Segulung,41,9.5,6+900,7+000
2530,Jl. Slambur-Segulung,41,9.5,7+000,7+100
2531,Jl. Slambur-Segulung,41,9.5,7+100,7+200
2532,Jl. Slambur-Segulung,41,9.5,7+200,7+300
2533,Jl. Slambur-Segulung,41,9.5,7+300,7+400
2534,Jl. Slambur-Segulung,41,9.5,7+400,7+500
2535,Jl. Slambur-Segulung,41,9.5,7+500,7+600
2536,Jl. Slambur-Segulung,41,9.5,7+600,7+700
2537,Jl. Slambur-Segulung,41,9.5,7+700,7+800
2538,Jl. Slambur-Segulung,41,9.5,7+800,7+900
2539,Jl. Slambur-Segulung,41,9.5,7+900,8+000
2540,Jl. Slambur-Segulung,41,9.5,8+000,8+100
2541,Jl. Slambur-Segulung,41,9.5,8+100,8+200
2542,Jl. Slambur-Segulung,41,9.5,8+200,8+300
2543,Jl. Slambur-Segulung,41,9.5,8+300,8+400
2544,Jl. Slambur-Segulung,41,9.5,8+400,8+500
2545,Jl. Slambur-Segulung,41,9.5,8+500,8+600
2546,Jl. Slambur-Segulung,41,9.5,8+600,8+700
2547,Jl. Slambur-Segulung,41,9.5,8+700,8+800
2548,Jl. Slambur-Segulung,41,9.5,8+800,8+900
2549,Jl. Slambur-Segulung,41,9.5,8+900,9+000
2550,Jl. Slambur-Segulung,41,9.5,9+000,9+100
2551,Jl. Slambur-Segulung,41,9.5,9+100,9+200
2552,Jl. Slambur-Segulung,41,9.5,9+200,9+300
2553,Jl. Slambur-Segulung,41,9.5,9+400,9+465
151,Jl. Dolopo-Tambakmas,42,8.92,8+800,8+900
2554,Jl. Dolopo-Tambakmas,42,8.92,0+000,0+100
2555,Jl. Dolopo-Tambakmas,42,8.92,0+100,0+200
2556,Jl. Dolopo-Tambakmas,42,8.92,0+200,0+300
2557,Jl. Dolopo-Tambakmas,42,8.92,0+300,0+400
2558,Jl. Dolopo-Tambakmas,42,8.92,0+400,0+500
2559,Jl. Dolopo-Tambakmas,42,8.92,0+500,0+600
2560,Jl. Dolopo-Tambakmas,42,8.92,0+600,0+700
2561,Jl. Dolopo-Tambakmas,42,8.92,0+700,0+800
2562,Jl. Dolopo-Tambakmas,42,8.92,0+800,0+900
2563,Jl. Dolopo-Tambakmas,42,8.92,0+900,1+000
2564,Jl. Dolopo-Tambakmas,42,8.92,1+000,1+100
2565,Jl. Dolopo-Tambakmas,42,8.92,1+100,1+200
2566,Jl. Dolopo-Tambakmas,42,8.92,1+200,1+300
2567,Jl. Dolopo-Tambakmas,42,8.92,1+300,1+400
2568,Jl. Dolopo-Tambakmas,42,8.92,1+400,1+500
